#,Peptide,Score,Prediction results,Hemolysis Conc (ug/ml),Hemolysis 
650,"car_643",0.36604384,No,50.0,No
651,"car_644",0.018963933,No,50.0,No
652,"car_645",0.006181389,No,50.0,Yes
653,"car_646",0.11181989,No,50.0,No
654,"car_647",0.014473468,No,50.0,No
655,"car_648",0.08081812,No,50.0,No
656,"car_649",0.059414774,No,50.0,No
657,"car_650",0.0007224381,No,50.0,No
658,"car_651",0.035354555,No,50.0,No
659,"car_652",0.118472576,No,50.0,No
660,"car_653",0.035000354,No,50.0,Yes
661,"car_654",0.11083451,No,50.0,No
662,"car_655",0.028059393,No,50.0,No
663,"car_656",0.16227672,No,50.0,No
664,"car_657",0.046925634,No,50.0,No
665,"car_658",0.04400909,No,50.0,No
666,"car_659",0.89081955,Yes,50.0,No
667,"car_660",0.043989748,No,50.0,No
668,"car_661",0.004277706,No,50.0,No
669,"car_662",0.0006169975,No,50.0,No
670,"car_663",0.07373816,No,50.0,No
671,"car_664",0.04344365,No,50.0,Yes
672,"car_665",0.43086812,No,50.0,Yes
673,"car_666",0.029525518,No,50.0,No
674,"car_667_1_49",0.00038215518,No,50.0,No
675,"car_667_26_56",0.0013616383,No,50.0,No
676,"car_667_51_56",0.21566862,No,50.0,No
677,"car_668",0.25874722,No,50.0,No
678,"car_669",0.20748323,No,50.0,No
679,"car_670",0.08592591,No,50.0,No
680,"car_671",0.5047377,Yes,50.0,No
681,"car_672",0.10259873,No,50.0,No
682,"car_673",0.09165323,No,50.0,Yes
683,"car_674",0.088537544,No,50.0,No
684,"car_675",0.064293206,No,50.0,No
685,"car_676",0.04761696,No,50.0,No
686,"car_677",0.6076076,Yes,50.0,No
687,"car_678",0.11665544,No,50.0,No
688,"car_679",0.57452476,Yes,50.0,No
689,"car_680",0.19238707,No,50.0,No
690,"car_681",0.0345082,No,50.0,No
691,"car_682",0.010904312,No,50.0,No
692,"car_683",0.039441586,No,50.0,No
693,"car_684",0.30835807,No,50.0,No
694,"car_685",0.014338344,No,50.0,No
695,"car_686",0.018110037,No,50.0,No
696,"car_687",0.21694273,No,50.0,No
697,"car_688",0.30141756,No,50.0,No
698,"car_689",0.08473125,No,50.0,No
699,"car_690",0.066835225,No,50.0,No
700,"car_691",0.10772297,No,50.0,No
701,"car_692",0.78276646,Yes,50.0,No
702,"car_693",0.017261326,No,50.0,No
703,"car_694",0.010976553,No,50.0,No
704,"car_695",0.21636975,No,50.0,No
705,"car_696",0.19812438,No,50.0,No
706,"car_697",0.09119719,No,50.0,No
707,"car_698",0.019428402,No,50.0,No
708,"car_699",0.8359969,Yes,50.0,No
709,"car_700",0.4311928,No,50.0,No
710,"car_701",0.07511714,No,50.0,No
711,"car_702",0.09185347,No,50.0,No
712,"car_703",0.055199385,No,50.0,No
713,"car_704",0.037439495,No,50.0,No
714,"car_705",0.13878694,No,50.0,No
715,"car_706",0.10606134,No,50.0,No
716,"car_707",0.014438838,No,50.0,No
717,"car_708",0.01675871,No,50.0,No
718,"car_709",0.039168537,No,50.0,No
719,"car_710",0.04435864,No,50.0,No
720,"car_711",0.16361758,No,50.0,No
721,"car_712",0.025766015,No,50.0,No
722,"car_713",0.09649852,No,50.0,No
723,"car_714",0.11538735,No,50.0,No
724,"car_715",0.0236108,No,50.0,No
725,"car_716",0.052639514,No,50.0,No
726,"car_717",0.78831303,Yes,50.0,No
727,"car_718",0.03769788,No,50.0,No
728,"car_719",0.16560197,No,50.0,No
729,"car_720",0.02748686,No,50.0,No
730,"car_721",0.34713316,No,50.0,No
731,"car_722",0.9443008,Yes,50.0,Yes
732,"car_723",0.37847793,No,50.0,No
733,"car_724",0.025218606,No,50.0,No
734,"car_725",0.033730894,No,50.0,No
735,"car_726",0.033342928,No,50.0,No
736,"car_727",0.01754564,No,50.0,No
737,"car_728",0.6006083,Yes,50.0,Yes
738,"car_729",0.40885878,No,50.0,No
739,"car_730",0.0024915934,No,50.0,No
740,"car_731",0.2820447,No,50.0,No
741,"car_732",0.0375278,No,50.0,No
742,"car_733",0.13656288,No,50.0,No
743,"car_734",0.0452258,No,50.0,No
744,"car_735",0.028297782,No,50.0,No
745,"car_736",0.028392553,No,50.0,No
746,"car_737",0.04303786,No,50.0,No
747,"car_738",0.2953736,No,50.0,No
748,"car_739",0.041240215,No,50.0,No
749,"car_740",0.023175418,No,50.0,No
750,"car_741",0.58024806,Yes,50.0,Yes
751,"car_742",0.08148,No,50.0,No
752,"car_743",0.67512727,Yes,50.0,No
753,"car_744",0.37682742,No,50.0,No
754,"car_745",0.042172015,No,50.0,No
755,"car_746",0.117331386,No,50.0,No
756,"car_747",0.25801897,No,50.0,No
757,"car_748",0.04017955,No,50.0,No
758,"car_749",0.043391228,No,50.0,No
759,"car_750",0.029794723,No,50.0,No
760,"car_751",0.5066633,Yes,50.0,No
761,"car_752",0.113768965,No,50.0,No
762,"car_753",0.19094875,No,50.0,No
763,"car_754",0.030380726,No,50.0,Yes
764,"car_755",0.23214698,No,50.0,No
765,"car_756",0.06838307,No,50.0,No
766,"car_757",0.057046503,No,50.0,No
767,"car_758",0.21081385,No,50.0,No
768,"car_759",0.10137364,No,50.0,No
769,"car_760",0.23573172,No,50.0,No
770,"car_761",0.27641007,No,50.0,No
771,"car_762",0.22390047,No,50.0,No
772,"car_763",0.35671848,No,50.0,No
773,"car_764",0.103382945,No,50.0,No
774,"car_765",0.08533925,No,50.0,No
775,"car_766",0.054538727,No,50.0,No
776,"car_767",0.14462182,No,50.0,No
777,"car_768",0.37299576,No,50.0,No
778,"car_769",0.0058668256,No,50.0,No
779,"car_770",0.08703834,No,50.0,No
780,"car_771",0.051271737,No,50.0,No
781,"car_772",0.4224514,No,50.0,No
782,"car_773",0.029829293,No,50.0,No
783,"car_774",0.09147394,No,50.0,No
784,"car_775",0.005806625,No,50.0,No
785,"car_776",0.03766057,No,50.0,No
786,"car_777",0.07836264,No,50.0,No
787,"car_778",0.07354349,No,50.0,No
788,"car_779",0.09377074,No,50.0,No
789,"car_780",0.005330205,No,50.0,No
790,"car_781",0.08900565,No,50.0,No
791,"car_782",0.03304705,No,50.0,No
792,"car_783",0.09351522,No,50.0,No
793,"car_784",0.03219244,No,50.0,No
794,"car_785",0.046402186,No,50.0,No
795,"car_786",0.01444605,No,50.0,No
796,"car_787",0.07258648,No,50.0,No
797,"car_788",4.3197332e-08,No,50.0,No
798,"car_789",0.005559057,No,50.0,No
799,"car_790",0.006093085,No,50.0,No
800,"car_791",0.094243556,No,50.0,No
801,"car_792",0.18956104,No,50.0,No
802,"car_793",0.06521088,No,50.0,No
803,"car_794",0.32380313,No,50.0,No
804,"car_795",0.6076455,Yes,50.0,No
805,"car_796",0.054032654,No,50.0,No
806,"car_797",0.029961705,No,50.0,No
807,"car_798",0.02554068,No,50.0,No
808,"car_799",0.32590538,No,50.0,No
809,"car_800",0.25966048,No,50.0,No
810,"car_801",0.19779778,No,50.0,No
811,"car_802",0.04610002,No,50.0,No
812,"car_803",0.04957342,No,50.0,No
813,"car_804",0.21540883,No,50.0,No
814,"car_805",0.18833032,No,50.0,No
815,"car_806",0.064518124,No,50.0,No
816,"car_807",0.2821981,No,50.0,No
817,"car_808",0.025096446,No,50.0,No
818,"car_809",0.019880414,No,50.0,No
819,"car_810",0.04724443,No,50.0,No
820,"car_811",0.034207225,No,50.0,No
821,"car_812",0.011007696,No,50.0,No
822,"car_813",0.030074596,No,50.0,No
823,"car_814",0.1732111,No,50.0,No
824,"car_815",0.7429556,Yes,50.0,No
825,"car_816",0.014736652,No,50.0,No
826,"car_817",0.0020953119,No,50.0,No
827,"car_818",0.015512347,No,50.0,No
828,"car_819",0.009227008,No,50.0,No
829,"car_820",0.19961596,No,50.0,No
830,"car_821",0.22986078,No,50.0,Yes
831,"car_822",0.0716781,No,50.0,No
832,"car_823",0.6177121,Yes,50.0,No
833,"car_824",0.09630221,No,50.0,No
834,"car_825",0.5689074,Yes,50.0,No
835,"car_826",0.041282773,No,50.0,No
836,"car_827",0.09518403,No,50.0,No
837,"car_828",0.13755366,No,50.0,No
838,"car_829",0.15909392,No,50.0,No
839,"car_830",0.07529655,No,50.0,No
840,"car_831",0.23663324,No,50.0,No
841,"car_832",0.20334154,No,50.0,No
842,"car_833",0.0013632178,No,50.0,No
843,"car_834",0.006007403,No,50.0,No
844,"car_835",0.0221605,No,50.0,No
845,"car_836",0.040168315,No,50.0,No
846,"car_837",0.11827323,No,50.0,No
847,"car_838",0.13884968,No,50.0,No
848,"car_839",0.0128468275,No,50.0,No
849,"car_840",0.028374106,No,50.0,No
850,"car_841",0.052071393,No,50.0,No
851,"car_842",0.027119905,No,50.0,No
852,"car_843",0.100295484,No,50.0,No
853,"car_844",0.02086696,No,50.0,No
854,"car_845",0.02239111,No,50.0,No
855,"car_846",0.13452992,No,50.0,No
856,"car_847",0.30473936,No,50.0,No
857,"car_848",0.04258278,No,50.0,No
858,"car_849",0.006873876,No,50.0,No
859,"car_850",0.15463632,No,50.0,No
860,"car_851",0.22180665,No,50.0,No
861,"car_852",0.05108103,No,50.0,No
862,"car_853",0.035473853,No,50.0,No
863,"car_854",0.05470985,No,50.0,No
864,"car_855",0.05054578,No,50.0,No
865,"car_856",0.0139936805,No,50.0,No
866,"car_857",0.045314014,No,50.0,No
867,"car_858",0.64992213,Yes,50.0,No
868,"car_859",0.26522774,No,50.0,No
869,"car_860",0.085574,No,50.0,No
870,"car_861",0.15107065,No,50.0,No
871,"car_862",0.09513658,No,50.0,No
872,"car_863",0.018873572,No,50.0,No
873,"car_864",0.014791429,No,50.0,No
874,"car_865",0.0052901506,No,50.0,No
875,"car_866",0.13373354,No,50.0,No
876,"car_867",0.013633937,No,50.0,No
877,"car_868",0.013828456,No,50.0,No
878,"car_869",0.0074175894,No,50.0,No
879,"car_870",0.058990657,No,50.0,No
880,"car_871",0.06365129,No,50.0,No
881,"car_872",0.6683769,Yes,50.0,No
882,"car_873",0.08226991,No,50.0,No
883,"car_874",0.0015058815,No,50.0,No
884,"car_875",0.04058528,No,50.0,No
885,"car_876",0.04995027,No,50.0,No
886,"car_877",0.009623677,No,50.0,No
887,"car_878",0.5091753,Yes,50.0,No
888,"car_879",0.04793635,No,50.0,No
889,"car_880",0.00814715,No,50.0,No
890,"car_881",0.22611234,No,50.0,No
891,"car_882",0.0016148388,No,50.0,No
892,"car_883",0.12563688,No,50.0,No
893,"car_884",0.013329029,No,50.0,No
894,"car_885",0.266915,No,50.0,No
895,"car_886",0.06650224,No,50.0,No
896,"car_887",0.5355205,Yes,50.0,Yes
897,"car_888",0.014264435,No,50.0,No
898,"car_889",0.00036877394,No,50.0,No
899,"car_890",0.0024080575,No,50.0,No
900,"car_891",0.048132777,No,50.0,No
901,"car_892",0.05469203,No,50.0,No
902,"car_893",0.0971331,No,50.0,No
903,"car_894",0.18213075,No,50.0,No
904,"car_895",0.011641324,No,50.0,No
905,"car_896",0.0012352467,No,50.0,Yes
906,"car_897",0.16511062,No,50.0,No
907,"car_898",0.035076678,No,50.0,No
908,"car_899",0.20070395,No,50.0,No
909,"car_900",0.02909261,No,50.0,No
910,"car_901",0.03761226,No,50.0,No
911,"car_902",0.0028090775,No,50.0,No
912,"car_903",0.50402427,Yes,50.0,Yes
913,"car_904",0.1818324,No,50.0,No
914,"car_905",0.30497193,No,50.0,No
915,"car_906",0.471294,No,50.0,No
916,"car_907",0.019325346,No,50.0,No
917,"car_908",0.036410987,No,50.0,No
918,"car_909",0.038749963,No,50.0,No
919,"car_910",0.123852015,No,50.0,Yes
920,"car_911",0.13692603,No,50.0,No
921,"car_912",0.0063895285,No,50.0,No
922,"car_913",0.12355262,No,50.0,No
923,"car_914",0.019032985,No,50.0,No
924,"car_915",0.8685882,Yes,50.0,No
925,"car_916",0.06271079,No,50.0,No
926,"car_917",0.07280448,No,50.0,No
927,"car_918",0.032723665,No,50.0,No
928,"car_919",0.065420985,No,50.0,No
929,"car_920",0.2538719,No,50.0,No
930,"car_921",0.14561138,No,50.0,No
931,"car_922",0.042868912,No,50.0,No
932,"car_923",0.42319244,No,50.0,No
933,"car_924",0.58202744,Yes,50.0,No
934,"car_925",0.35427162,No,50.0,No
935,"car_926",0.0016199946,No,50.0,No
936,"car_927",0.2687627,No,50.0,No
937,"car_928",0.057439923,No,50.0,No
938,"car_929",0.0016178787,No,50.0,No
939,"car_930",0.000764817,No,50.0,No
940,"car_931",0.04579571,No,50.0,No
941,"car_932",0.07617155,No,50.0,No
942,"car_933",0.061528444,No,50.0,No
943,"car_934",0.09925431,No,50.0,No
944,"car_935",0.018296808,No,50.0,No
945,"car_936",0.045104444,No,50.0,No
946,"car_937",0.08478621,No,50.0,No
947,"car_938",0.06566551,No,50.0,No
948,"car_939",0.042126656,No,50.0,No
949,"car_940",0.01752007,No,50.0,No
950,"car_941",0.016852647,No,50.0,No
951,"car_942",0.3994385,No,50.0,No
952,"car_943",0.034434974,No,50.0,No
953,"car_944",0.04401955,No,50.0,No
954,"car_945",0.13599306,No,50.0,No
955,"car_946",0.011991084,No,50.0,No
956,"car_947",0.025725782,No,50.0,No
957,"car_948",0.29595107,No,50.0,No
958,"car_949",0.03552565,No,50.0,No
959,"car_950",0.008955032,No,50.0,No
960,"car_951",0.08451742,No,50.0,No
961,"car_952",0.0013000667,No,50.0,No
962,"car_953",0.90006375,Yes,50.0,No
963,"car_954",0.026153117,No,50.0,No
964,"car_955",0.24270877,No,50.0,No
965,"car_956",0.02286011,No,50.0,No
966,"car_957",0.08023167,No,50.0,No
967,"car_958",0.008778155,No,50.0,No
968,"car_959",0.039729536,No,50.0,No
969,"car_960",0.023048967,No,50.0,No
970,"car_961",0.09021464,No,50.0,No
971,"car_962",0.04323834,No,50.0,No
972,"car_963",0.009859651,No,50.0,No
973,"car_964",0.08017394,No,50.0,No
974,"car_965",0.006267339,No,50.0,No
975,"car_966",0.0012882352,No,50.0,No
976,"car_967",0.007840991,No,50.0,No
977,"car_968",0.049166203,No,50.0,No
978,"car_969",0.074554175,No,50.0,No
979,"car_970",0.0018599033,No,50.0,No
980,"car_971",0.37433308,No,50.0,No
981,"car_972",0.28286415,No,50.0,No
982,"car_973",1.0746009e-05,No,50.0,No
983,"car_974",0.04573965,No,50.0,No
984,"car_975",0.30028427,No,50.0,No
985,"car_976",0.07778716,No,50.0,No
986,"car_977",0.068359345,No,50.0,No
987,"car_978",0.006338656,No,50.0,No
988,"car_979",0.47857514,No,50.0,No
989,"car_980",0.5859601,Yes,50.0,Yes
990,"car_981",0.18056706,No,50.0,No
991,"car_982",0.00659585,No,50.0,No
992,"car_983",0.13560867,No,50.0,No
993,"car_984",0.009322166,No,50.0,No
994,"car_985",0.20283982,No,50.0,No
995,"car_986",0.04048717,No,50.0,No
996,"car_987",0.019698262,No,50.0,No
997,"car_988",0.2750244,No,50.0,No
998,"car_989",0.09996933,No,50.0,No
999,"car_990",0.025874227,No,50.0,No
1000,"car_991",0.3245719,No,50.0,No
1001,"car_992",0.020096958,No,50.0,No
1002,"car_993",0.1341255,No,50.0,No
1003,"car_994",0.07766721,No,50.0,No
1004,"car_995",0.31233782,No,50.0,No
1005,"car_996",0.0524092,No,50.0,No
1006,"car_997",0.01191169,No,50.0,Yes
1007,"car_998",0.08589387,No,50.0,No
1008,"car_999",0.07997814,No,50.0,No
1009,"car_1000",0.08854988,No,50.0,No
1010,"car_1001",0.010421157,No,50.0,Yes
1011,"car_1002",0.14511216,No,50.0,No
1012,"car_1003",0.101763844,No,50.0,No
1013,"car_1004",0.013023376,No,50.0,No
1014,"car_1005",0.025671959,No,50.0,No
1015,"car_1006",0.07136351,No,50.0,No
1016,"car_1007",0.78801686,Yes,50.0,Yes
1017,"car_1008",0.2390553,No,50.0,No
1018,"car_1009",0.13649726,No,50.0,No
1019,"car_1010",0.68337023,Yes,50.0,Yes
1020,"car_1011",0.06645101,No,50.0,No
1021,"car_1012",0.04777664,No,50.0,No
1022,"car_1013",0.012366176,No,50.0,No
1023,"car_1014",0.086117685,No,50.0,No
1024,"car_1015",0.021164954,No,50.0,No
1025,"car_1016",0.15982902,No,50.0,No
1026,"car_1017",0.051147103,No,50.0,No
1027,"car_1018",0.043346852,No,50.0,No
1028,"car_1019",0.016245484,No,50.0,No
1029,"car_1020",0.09959659,No,50.0,No
1030,"car_1021",0.074543834,No,50.0,No
1031,"car_1022",0.054382116,No,50.0,No
1032,"car_1023",0.10441375,No,50.0,No
1033,"car_1024",0.24004629,No,50.0,No
1034,"car_1025",0.2121064,No,50.0,No
1035,"car_1026",0.046990424,No,50.0,No
1036,"car_1027",0.25545418,No,50.0,No
1037,"car_1028",0.18938234,No,50.0,No
1038,"car_1029",0.0714075,No,50.0,No
1039,"car_1030",0.01781568,No,50.0,No
1040,"car_1031",0.021950454,No,50.0,Yes
1041,"car_1032",0.058983237,No,50.0,Yes
1042,"car_1033",0.07841575,No,50.0,No
1043,"car_1034",0.078727305,No,50.0,No
1044,"car_1035",0.026151448,No,50.0,No
1045,"car_1036",0.026134312,No,50.0,No
1046,"car_1037",0.11558285,No,50.0,Yes
1047,"car_1038",0.0024587214,No,50.0,No
1048,"car_1039",0.058663607,No,50.0,No
1049,"car_1040",0.015542597,No,50.0,No
1050,"car_1041",0.0037917197,No,50.0,No
1051,"car_1042",0.63089544,Yes,50.0,No
1052,"car_1043",0.0946219,No,50.0,No
1053,"car_1044",0.059268832,No,50.0,No
1054,"car_1045",0.10050443,No,50.0,No
1055,"car_1046",0.6576937,Yes,50.0,No
1056,"car_1047",0.033202678,No,50.0,No
1057,"car_1048",0.07090601,No,50.0,No
1058,"car_1049",0.0003684759,No,50.0,No
1059,"car_1050",0.05531642,No,50.0,No
1060,"car_1051",0.41085896,No,50.0,No
1061,"car_1052",0.021049917,No,50.0,No
1062,"car_1053",0.03336987,No,50.0,No
1063,"car_1054",0.011104852,No,50.0,No
1064,"car_1055",0.012768358,No,50.0,No
1065,"car_1056",0.082056165,No,50.0,Yes
1066,"car_1057",0.12668416,No,50.0,No
1067,"car_1058",0.015937924,No,50.0,No
1068,"car_1059",0.059700668,No,50.0,No
1069,"car_1060",0.5673009,Yes,50.0,No
1070,"car_1061",0.029003203,No,50.0,No
1071,"car_1062",0.03453943,No,50.0,No
1072,"car_1063",0.05520746,No,50.0,No
1073,"car_1064",0.1388205,No,50.0,No
1074,"car_1065",0.032546878,No,50.0,No
1075,"car_1066",0.040763527,No,50.0,No
1076,"car_1067",0.88348377,Yes,50.0,Yes
1077,"car_1068",0.41076702,No,50.0,No
1078,"car_1069",0.04967919,No,50.0,No
1079,"car_1070",0.45665726,No,50.0,No
1080,"car_1071",0.06009209,No,50.0,No
1081,"car_1072",0.52163285,Yes,50.0,No
1082,"car_1073",0.45170063,No,50.0,No
1083,"car_1074",0.44694608,No,50.0,No
1084,"car_1075",0.0026870668,No,50.0,No
1085,"car_1076",0.04482597,No,50.0,No
1086,"car_1077",0.051847488,No,50.0,No
1087,"car_1078",0.0737254,No,50.0,No
1088,"car_1079",0.041567147,No,50.0,No
1089,"car_1080",0.41213322,No,50.0,No
1090,"car_1081",0.0048909783,No,50.0,No
1091,"car_1082",0.035440654,No,50.0,No
1092,"car_1083",0.044653505,No,50.0,No
1093,"car_1084",0.06915113,No,50.0,No
1094,"car_1085",0.016112387,No,50.0,No
1095,"car_1086",0.03503251,No,50.0,No
1096,"car_1087",0.02980265,No,50.0,No
1097,"car_1088",0.0049672425,No,50.0,No
1098,"car_1089",0.68850845,Yes,50.0,No
1099,"car_1090",0.024197787,No,50.0,No
1100,"car_1091",0.05163926,No,50.0,No
1101,"car_1092",0.018979877,No,50.0,No
1102,"car_1093",0.06893182,No,50.0,No
1103,"car_1094",0.05182761,No,50.0,No
1104,"car_1095",0.024062604,No,50.0,No
1105,"car_1096",0.050331682,No,50.0,No
1106,"car_1097",0.060430706,No,50.0,No
1107,"car_1098",0.44156802,No,50.0,No
1108,"car_1099",0.011890352,No,50.0,Yes
1109,"car_1100",0.94988704,Yes,50.0,Yes
1110,"car_1101",0.08188811,No,50.0,No
1111,"car_1102",0.13979638,No,50.0,No
1112,"car_1103",0.07808307,No,50.0,No
1113,"car_1104",0.035967737,No,50.0,No
1114,"car_1105",0.6333828,Yes,50.0,No
1115,"car_1106",0.19447422,No,50.0,No
1116,"car_1107",0.059666812,No,50.0,No
1117,"car_1108",0.17017907,No,50.0,No
1118,"car_1109",0.18893093,No,50.0,No
1119,"car_1110",0.04569471,No,50.0,No
1120,"car_1111",0.036186576,No,50.0,No
1121,"car_1112",0.13405421,No,50.0,No
1122,"car_1113",0.037742943,No,50.0,No
1123,"car_1114",0.037508518,No,50.0,No
1124,"car_1115",0.2605245,No,50.0,No
1125,"car_1116",0.14197537,No,50.0,No
1126,"car_1117",0.092814,No,50.0,No
1127,"car_1118",0.18992323,No,50.0,No
1128,"car_1119",0.12523967,No,50.0,No
1129,"car_1120",0.0942432,No,50.0,No
1130,"car_1121",0.042027324,No,50.0,No
1131,"car_1122",0.08026576,No,50.0,No
1132,"car_1123",0.0020879805,No,50.0,No
1133,"car_1124",0.12887388,No,50.0,No
1134,"car_1125",0.0066280663,No,50.0,No
1135,"car_1126",0.0027045608,No,50.0,No
1136,"car_1127",0.1442683,No,50.0,No
1137,"car_1128",0.63812834,Yes,50.0,No
1138,"car_1129",0.49316964,No,50.0,No
1139,"car_1130",0.0066507757,No,50.0,No
1140,"car_1131",0.017273098,No,50.0,No
1141,"car_1132",0.07404998,No,50.0,No
1142,"car_1133",0.027102172,No,50.0,No
1143,"car_1134",0.73444295,Yes,50.0,No
1144,"car_1135",0.013986558,No,50.0,Yes
1145,"car_1136",0.44991222,No,50.0,No
1146,"car_1137",0.03752798,No,50.0,Yes
1147,"car_1138",0.17278787,No,50.0,No
1148,"car_1139",0.026676923,No,50.0,No
1149,"car_1140",0.12110618,No,50.0,No
1150,"car_1141",0.110331506,No,50.0,No
1151,"car_1142",0.08653635,No,50.0,No
1152,"car_1143",0.10476303,No,50.0,No
1153,"car_1144",0.015104979,No,50.0,No
1154,"car_1145",0.038691312,No,50.0,No
1155,"car_1146",0.107041985,No,50.0,No
1156,"car_1147",0.038934022,No,50.0,No
1157,"car_1148",0.028052121,No,50.0,No
1158,"car_1149",0.040741205,No,50.0,No
1159,"car_1150",0.11002657,No,50.0,No
1160,"car_1151",0.5635274,Yes,50.0,No
1161,"car_1152",0.25346667,No,50.0,No
1162,"car_1153",0.073792726,No,50.0,No
1163,"car_1154",0.036297828,No,50.0,No
1164,"car_1155",0.79159504,Yes,50.0,Yes
1165,"car_1156",0.047728658,No,50.0,No
1166,"car_1157",0.35170507,No,50.0,No
1167,"car_1158",0.58769697,Yes,50.0,Yes
1168,"car_1159",0.006107241,No,50.0,No
1169,"car_1160",0.4045924,No,50.0,Yes
1170,"car_1161",0.040855497,No,50.0,No
1171,"car_1162",0.050427735,No,50.0,No
1172,"car_1163",0.97904134,Yes,50.0,Yes
1173,"car_1164",0.37671614,No,50.0,Yes
1174,"car_1165",0.0124180615,No,50.0,No
1175,"car_1166",0.030804574,No,50.0,No
1176,"car_1167",0.017006695,No,50.0,No
1177,"car_1168",0.076076776,No,50.0,No
1178,"car_1169",0.18320802,No,50.0,No
1179,"car_1170",0.015654027,No,50.0,No
1180,"car_1171",0.011783391,No,50.0,No
1181,"car_1172",0.0025534332,No,50.0,No
1182,"car_1173",0.0762341,No,50.0,No
1183,"car_1174",0.11863643,No,50.0,No
1184,"car_1175",0.00039985776,No,50.0,Yes
1185,"car_1176",0.020754695,No,50.0,No
1186,"car_1177",0.041501194,No,50.0,No
1187,"car_1178",0.0016625226,No,50.0,No
1188,"car_1179",0.18251497,No,50.0,No
1189,"car_1180",0.011645496,No,50.0,No
1190,"car_1181",0.24233845,No,50.0,No
1191,"car_1182",0.2085656,No,50.0,No
1192,"car_1183",0.0068059266,No,50.0,No
1193,"car_1184",0.064297915,No,50.0,No
1194,"car_1185",0.032250047,No,50.0,No
1195,"car_1186",0.032674164,No,50.0,Yes
1196,"car_1187",0.0027832687,No,50.0,No
1197,"car_1188",0.7828983,Yes,50.0,Yes
1198,"car_1189",0.18695706,No,50.0,No
1199,"car_1190",0.17924803,No,50.0,No
1200,"car_1191",0.024437666,No,50.0,Yes
1201,"car_1192",0.05917558,No,50.0,No
1202,"car_1193",0.032072544,No,50.0,No
1203,"car_1194",0.015360296,No,50.0,No
1204,"car_1195",0.06430113,No,50.0,No
1205,"car_1196",0.020156771,No,50.0,No
1206,"car_1197",0.041301757,No,50.0,No
1207,"car_1198",0.0018751621,No,50.0,No
1208,"car_1199",0.7876041,Yes,50.0,No
1209,"car_1200",0.89715385,Yes,50.0,No
1210,"car_1201",0.0046287477,No,50.0,No
1211,"car_1202",0.07510051,No,50.0,No
1212,"car_1203",0.010470957,No,50.0,No
1213,"car_1204",0.090506434,No,50.0,No
1214,"car_1205",0.48323032,No,50.0,Yes
1215,"car_1206",0.13158533,No,50.0,No
1216,"car_1207",0.36683846,No,50.0,No
1217,"car_1208",0.113474905,No,50.0,No
1218,"car_1209",0.027397722,No,50.0,No
1219,"car_1210",0.023123264,No,50.0,No
1220,"car_1211",0.041386157,No,50.0,No
1221,"car_1212",0.026703477,No,50.0,No
1222,"car_1213",0.14428177,No,50.0,No
1223,"car_1214",0.17674458,No,50.0,No
1224,"car_1215",0.07232246,No,50.0,No
